ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
E3370,A,1993,130,19465,B,19465,606,266400,2741,9873.6,1.25,278400,M,0
E2374,A,1978,123,,B,14044,,289420,2739,11880,0.7,,M,1
E2375,A,1978,123,,B,14044,,289420,2739,11880,0.7,,M,1
E2376,A,1978,123,,B,14044,,289420,2739,11880,0.7,,M,1
E2174,B,1961,146,18454,C,18454,38,416557,2737,18374.4,22.43,458513,,1
E2175,B,1961,146,18454,C,18454,38,416557,2737,18374.4,22.43,458513,,1
E2183,C,1994,123,,C,33419,,222704,2737,422.4,1.37,,M,1
E2184,C,1994,123,,C,33419,,222704,2737,422.4,1.37,,M,1
E3473,A,1963,146,19822,C,19822,39,446314,2737,11827.2,24.7,463762,,0
E3164,C,2001,130,18067,B,18067,606,257700,2736,7392,3.4,281200,M,0
E2247,C,1970,140,10132,C,10132,3,269280,2734,23548.8,1.3,315310,M,1
E2248,C,1970,140,10132,C,10132,3,269280,2734,23548.8,1.3,315310,M,1
E3267,C,1969,140,13086,C,13086,1,928590,2733,686.4,2.7,1227890,M,0
E1897,B,1990,146,45836,C,45836,39,226191,2732,43612.8,36.24,244178,,1
E4866,C,1964,120,100,B,43904,21,77536,2732,118747.2,1.02,82863,F,0
E3283,A,1988,130,,C,8999,,672094,2730,105.6,3.68,,M,0
E4026,A,1993,120,,B,13581,,157581,2730,32313.6,0.44,,M,0
E5237,C,1987,140,0,B,,46,172189,2729,13728,10.65,192189,M,0
E1516,B,1971,146,41818,C,41818,38,577088,2728,17424,23.73,580500,,1
E4404,C,1958,140,1,B,18600,99,141080,2728,17952,3.62,157804,M,0
E2970,A,2005,130,1,B,6624,22,222814,2727,6811.2,11.01,212904,,0
E4211,B,1990,130,29499,B,29499,8,203006,2727,3854.4,11.54,253907,,0
E569,B,2000,146,5000,C,5000,38,260693,2726,37224,27.47,271507,,1
E5336,C,1988,110,1,B,13168,17,294815,2723,221443.2,1.39,311893,M,0
E1435,A,1994,140,,B,7549,,321874,2722,41764.8,2.14,,M,1
E2210,A,1988,123,,C,12092,,347109,2719,1953.6,0.76,,M,1
E2211,A,1988,123,,C,12092,,347109,2719,1953.6,0.76,,M,1
E3190,A,1998,130,,C,8965,,636945,2719,105.6,3.7,,F,0
E1209,B,1967,146,12685,C,12685,38,323340,2717,28723.2,22.31,343128,,1
E1220,A,1983,123,,B,10402,,252990,2715,7075.2,1.59,,F,1
E1711,C,1993,130,,B,13205,,127314,2714,17899.2,6.93,,,1
E2089,B,1987,146,17404,C,17404,38,380009,2713,19008,25.11,406046,,1
E3972,A,1990,140,1,C,20935,4,286494,2713,2112,9.3,302261,,0
E5286,C,1996,0,2,B,20001,61,179297,2713,4012.8,6.47,184407,M,0
E1132,C,1988,120,0,B,81918,12,244114,2711,50952,0.18,242021,M,1
E1133,C,1988,120,0,B,81918,12,244114,2711,50952,0.18,242021,M,1
E1134,C,1988,120,0,B,81918,12,244114,2711,50952,0.18,242021,M,1
E1135,C,1988,120,0,B,81918,12,244114,2711,50952,0.18,242021,M,1
E1164,C,1990,123,,B,11896,,228130,2709,5544,0.29,,M,1
E1203,C,1998,120,8288,B,11720,12,190970,2709,47572.8,0.7,215759,M,1
E2677,C,1987,140,0,B,4950,16,293944,2709,17688,5.51,301812,M,0
E428,A,1995,140,6000,C,6000,7,307460,2707,90024,5.52,335070,M,1
E2281,B,1994,146,16834,C,16834,39,255111,2706,29990.4,29.06,252864,,1
E3546,C,1995,130,1,B,11113,33,118511,2705,16209.6,9.89,134239,,0
E1296,B,2006,146,5522,C,5522,39,214666,2703,13939.2,30.9,222908,,1
E5339,C,1989,120,1,B,20414,5,336626,2703,129835.2,1.43,349582,F,0
E3711,C,1988,130,1,B,10113,33,112102,2702,12566.4,5.58,125826,,0
E4166,B,1980,120,,C,45302,,368930,2702,211.2,13.11,,F,0
E850,A,2006,146,6023,C,6023,28,332106,2701,60139.2,21.05,362923,,1
E1443,C,1975,140,10307,C,10307,4,209320,2700,60720,8.16,244360,M,1
E3593,C,1990,130,1,B,10000,3,119001,2700,16579.2,10.36,129288,,0
E2021,C,2001,120,7950,B,8114,15,200469,2696,48787.2,0.64,225356,M,1
E4603,C,1979,140,8658,C,8658,6,296780,2695,56812.8,4.48,301630,M,0
E3037,C,1998,110,1,B,12415,1,124700,2694,175771.2,0.65,139300,,0
E1080,A,1996,140,7777,C,7777,7,495690,2692,91660.8,2.84,503230,M,1
E4139,C,1992,130,1,B,16248,2,177443,2691,5596.8,4.92,202544,F,0
E1572,C,1989,130,,B,9324,,175508,2689,20116.8,6.84,,,1
E2020,C,1993,123,,C,5959,,187691,2689,2956.8,1.71,,F,1
E2106,A,1989,140,,B,10977,,243150,2688,37540.8,11.58,,M,1
E4001,C,1990,110,100,B,43647,6,158200,2688,164736,1.83,163600,,0
E4497,C,1975,100,1,B,14810,1,187000,2688,223396.8,0.38,184500,F,0
E2489,A,1989,146,18720,C,18720,39,417651,2687,6600,25.9,453508,,1
E4619,E,2001,,0,B,,13,402238,2686,17635.2,,444470,,0
E2127,A,1995,146,9795,C,9795,28,270554,2685,56654.4,24.32,295215,,1
E2837,C,1994,140,8390,C,8390,7,316820,2685,85694.4,1.63,332930,M,0
E2098,C,2001,123,,B,11787,,265067,2684,8025.6,1.15,,M,1
E3583,E,2003,120,1,B,23471,4,173019,2684,17952,0.58,190040,F,0
E504,A,2001,140,,B,17377,,389334,2683,19588.8,1.12,,M,1
E4766,A,2008,140,1,C,10782,30,664865,2682,633.6,7.89,827860,M,0
E2091,B,1969,146,15001,C,15001,38,344218,2680,26294.4,23.96,357041,,1
E4570,C,1993,123,,B,9021,,113363,2677,9134.4,0.58,,M,0
E5155,C,2008,110,,B,109602,,222550,2674,101640,2.79,,M,0
E5322,A,1995,120,1,B,16778,7,222342,2673,33844.8,5.47,241149,U,0
E583,A,2002,140,9000,C,9000,3,301990,2670,32102.4,5.82,301990,M,1
E3284,A,1975,130,15120,C,15120,602,530900,2669,2376,0.04,560800,M,0
E3139,E,1975,146,7451,C,7451,11,1465861,2668,739.2,18.41,1590859,,0
E4080,C,1987,140,8125,C,8125,5,262760,2668,49948.8,7.38,301980,M,0
E1560,E,1954,146,,C,12944,,823629,2666,11140.8,16.95,,,1
E1561,E,1954,146,,C,12944,,823629,2666,11140.8,16.95,,,1
E732,A,2002,140,6050,C,6050,6,291000,2665,36801.6,2.72,334970,M,1
E1191,C,1970,140,10405,C,10405,3,484820,2665,21964.8,3.88,509830,M,1
E1573,C,1979,140,,B,5490,,277085,2665,21964.8,3.53,,M,1
E1872,C,1981,140,242,C,105214,7,436980,2665,85905.6,2.3,480950,M,1
E1662,C,1968,140,10136,C,10136,3,302270,2664,22334.4,1.07,308030,M,1
E1663,C,1968,140,10136,C,10136,3,302270,2664,22334.4,1.07,308030,M,1
E1343,C,1994,120,85,B,10303,27,286883,2662,4171.2,0.95,284773,M,1
E1344,C,1994,120,85,B,10303,27,286883,2662,4171.2,0.95,284773,M,1
E2569,C,1982,130,1,B,9203,8,147209,2661,11510.4,10.46,186654,,0
E656,A,2003,140,5020,C,5020,7,300880,2660,61723.2,4.92,312850,M,1
E657,A,2003,140,5020,C,5020,7,300880,2660,61723.2,4.92,312850,M,1
E3381,C,1965,140,7500,C,7500,1,531960,2660,1742.4,1.52,547650,M,0
E2528,C,1989,120,51,B,22069,14,142911,2658,9556.8,2.61,141918,,0
E3121,E,2008,130,14246,C,14246,602,813900,2658,1531.2,4.73,1020800,M,0
E1574,C,1985,140,,B,14435,,295549,2655,7022.4,2.86,,M,1
E1528,C,1990,130,2,B,21250,33,84801,2654,14889.6,4.21,99854,,1
E1649,C,1997,120,12032,B,12328,2,407176,2654,1108.8,0.7,464055,M,1
E1816,E,1973,146,,C,6817,,577880,2653,11088,16.89,,,1
E1817,E,1973,146,,C,6817,,577880,2653,11088,16.89,,,1
E2936,C,1989,123,,B,76047,,340066,2653,8764.8,0.16,,M,0
E3023,A,1989,100,1,B,18425,1,169407,2653,116582.4,7.97,176863,U,0
E2651,C,1980,140,0,B,6923,15,350046,2652,22598.4,3.07,390046,M,0
E2943,C,1983,123,,B,7501,,167046,2648,8025.6,1.19,,M,0
E1149,C,1983,123,,B,8808,,286578,2647,5596.8,1.78,,M,1
E1782,C,1990,123,,B,14405,,214691,2645,8553.6,1.09,,M,1
E3732,C,1997,120,1,B,27102,3,319657,2645,153806.4,1.45,327390,M,0
E3182,C,2000,130,100,C,11600,602,664800,2643,1953.6,0.36,750400,M,0
E5392,E,1994,110,1,B,10302,9,179310,2643,219014.4,0.26,188334,M,0
E1479,A,1978,146,7875,C,7875,38,266236,2642,42662.4,24.78,312040,,1
E2027,A,2006,123,,B,5715,,266279,2640,15312,1.53,,F,1
E4507,C,1980,110,1,B,8230,24,218966,2640,170280,2.01,230816,M,0
E4855,A,1978,123,,C,11278,,434725,2637,633.6,0.79,,M,0
E3681,C,1999,123,,B,9026,,271695,2635,5966.4,0.33,,F,0
E667,C,2002,130,1,B,9600,33,127004,2634,2904,6.01,146767,,1
E1655,C,1980,140,10663,C,10663,4,315260,2632,57182.4,9.11,322670,M,1
E2701,B,1999,120,1,B,6240,1,217316,2629,144302.4,0.41,242589,M,0
E5041,C,1981,123,,B,5741,,150000,2625,2059.2,0.17,,M,0
E528,C,2007,120,10000,B,9959,26,201313,2623,32260.8,0.52,212955,M,1
E529,C,2007,120,10000,B,9959,26,201313,2623,32260.8,0.52,212955,M,1
E1293,A,1993,123,,C,11731,,678653,2622,52.8,0.52,,F,1
E2643,A,2002,140,1,B,13504,4,153792,2622,13464,42.68,159278,,0
E3467,C,1994,130,20000,B,20000,606,251800,2622,3326.4,0.56,275100,M,0
E1604,A,1998,123,,C,,,373726,2621,633.6,1.36,,M,1
E3795,C,1979,120,200,B,89525,10,134197,2621,42451.2,6.78,163647,,0
E1019,B,2005,146,5000,C,5000,39,183686,2620,16420.8,31,183128,,1
E3755,A,1993,123,,B,9958,,263690,2619,27931.2,3.3,,M,0
E4667,A,1972,140,233,B,101495,61,327159,2619,35217.6,8.61,408331,M,0
E2888,A,1990,130,1,B,7411,22,136896,2618,14203.2,8.15,177357,,0
E1412,A,1953,146,10920,C,10920,27,387584,2617,16684.8,17.41,420170,,1
E3087,E,1980,146,14400,C,14400,17,1553373,2617,8025.6,18.86,1490411,,0
E4464,C,1988,140,8717,C,8717,4,320160,2615,42715.2,5.43,335850,M,0
E1706,C,2003,120,8584,B,9347,16,187767,2614,76032,2.49,200803,M,1
E1707,C,2003,120,8584,B,9347,16,187767,2614,76032,2.49,200803,M,1
E1795,C,1974,140,12855,C,12855,4,307230,2614,37593.6,7.06,322290,M,1
E683,C,2000,140,,B,50094,,209779,2613,84955.2,1.11,,M,1
E1444,A,1972,146,15000,C,15000,38,358201,2613,19483.2,23.93,364313,,1
E3603,C,1991,140,9698,C,9698,4,319670,2613,57393.6,6.38,322800,M,0
E2451,A,1993,146,7500,C,7500,38,276523,2611,39969.6,27.66,297994,,1
E3028,A,1983,119,110,B,13806,3,243950,2611,62884.8,2.63,255753,F,0
E1182,C,2000,120,80,B,14941,9,444382,2610,1372.8,1.01,476038,M,1
E2181,A,1994,130,1,B,7446,22,164799,2610,8606.4,10.36,180751,,1
E2182,A,1994,130,1,B,7446,22,164799,2610,8606.4,10.36,180751,,1
E5165,C,1999,140,0,B,8332,47,299750,2608,30624,10.34,314750,M,0
E2336,A,1987,146,9546,C,9546,38,345716,2606,37804.8,23.57,362554,,1
E2337,A,1987,146,9546,C,9546,38,345716,2606,37804.8,23.57,362554,,1
E3649,C,1981,140,9729,C,9729,4,274720,2606,43718.4,7.42,280190,M,0
E1631,C,1993,140,11000,C,11000,7,300160,2604,96571.2,6.17,327500,M,1
E1632,C,1993,140,11000,C,11000,7,300160,2604,96571.2,6.17,327500,M,1
E2735,C,1993,140,11000,C,11000,7,272510,2604,93033.6,5.96,305320,M,0
E4826,C,1984,120,4750,B,4762,4,101449,2604,10507.2,0.86,116062,M,0
E515,C,1987,140,7873,C,7873,5,249780,2603,50160,7.43,249780,M,1
E516,C,1987,140,7873,C,7873,5,249780,2603,50160,7.43,249780,M,1
E517,C,1987,140,7873,C,7873,5,249780,2603,50160,7.43,249780,M,1
E3183,A,1994,146,16765,C,16765,37,638526,2603,13569.6,22.54,753694,,0
E5231,C,1992,140,11377,C,11377,7,287620,2603,93614.4,6.06,296210,M,0
E1264,C,2006,120,7700,B,7700,23,186790,2602,47308.8,0.45,199700,M,1
E2591,M,1973,130,168144,B,168141,6,185900,2600,37382.4,2.21,206580,F,0
E2860,C,1972,140,9375,C,9375,3,370490,2600,24604.8,3.66,396150,M,0
E5386,B,2007,146,6000,C,6000,24,226964,2599,29198.4,1.89,239877,,0
E1499,C,1979,140,12029,C,12029,4,319060,2598,50265.6,7.2,319060,M,1
E783,C,2004,120,15030,B,14819,17,193613,2597,36326.4,0.37,189462,M,1
E2283,C,1994,120,20625,B,20618,22,153437,2597,6336,2.96,168068,M,1
E1722,A,2002,140,6156,C,6156,7,305480,2596,70857.6,8.21,310160,M,1
E3250,C,1991,136,110,C,12100,9,594700,2596,25.42,23.67,670390,M,0
E763,C,2006,120,4872,B,6519,23,149409,2595,31838.4,1.37,161913,M,1
E3275,A,1992,130,15779,B,15779,606,248100,2594,11932.8,1.44,259500,M,0
E3468,A,1987,140,1,C,10611,30,1191402,2594,633.6,7.56,1324161,M,0
E3519,C,1996,130,,C,,,452244,2593,950.4,3.99,,M,0
E5128,E,2001,140,1,B,19602,1,171180,2593,22228.8,3.23,200740,M,0
E3132,E,1964,146,9500,C,9500,17,735171,2590,5702.4,19.12,879160,,0
E1738,A,1997,140,11358,C,11358,7,466070,2589,94934.4,3.81,512670,M,1
E4103,C,1978,123,,B,10498,,208872,2586,3801.6,2.17,,M,0
E893,C,2010,120,17325,B,16913,22,129380,2585,7497.6,0.82,156949,M,1
E4768,C,1992,140,1,B,11442,16,323017,2584,12513.6,6.38,359447,M,0
E3979,C,1991,130,1,B,10000,33,111405,2583,9187.2,7.05,129367,,0
E2952,C,1993,123,,C,12855,,345243,2582,1056,0.36,,M,0
E2194,C,2004,140,,B,26484,,378430,2581,26822.4,2.95,,M,1
E2362,A,1980,146,6469,C,6469,38,228495,2578,49473.6,24.32,255352,,1
E2309,A,1998,123,,B,9923,,242641,2577,29832,2.94,,M,1
E668,A,1998,146,4050,C,4050,38,248264,2576,51691.2,24.78,270955,,1
E1759,A,1980,146,15250,C,15250,38,351342,2576,33528,23.14,373217,,1
E790,C,2006,140,,B,1920,,290000,2575,8764.8,7.34,,M,1
E1420,C,1974,140,10954,C,10954,4,311930,2574,36960,6.97,327500,M,1
E2187,E,2005,140,100,B,13800,10,225800,2574,37752,7.76,255500,F,1
E2049,A,1997,140,6352,C,6352,7,297210,2570,66264,5.49,318030,M,1
E2093,C,2004,120,104,B,45117,19,185880,2570,107606.4,0.44,217076,M,1
E2094,C,2004,120,104,B,45117,19,185880,2570,107606.4,0.44,217076,M,1
E3764,A,2002,140,7843,C,7843,7,340770,2570,71755.2,5.08,350790,M,0
E1743,A,1977,146,7500,C,7500,28,263177,2569,52377.6,22.66,279855,,1
E1744,A,1977,146,7500,C,7500,28,263177,2569,52377.6,22.66,279855,,1
E2590,C,1995,120,,C,10018,,150870,2569,1056,4.47,,F,0
E3179,A,1966,146,15017,C,15017,37,556100,2569,14942.4,21.51,625613,,0
E3417,A,1993,130,,C,6103,,426324,2569,475.2,2.45,,F,0
E3706,C,1987,140,0,B,7527,72,301793,2569,29409.6,2.02,326763,M,0
E1940,A,1981,146,8587,C,8587,38,334346,2568,34478.4,22.85,359225,,1
E4380,C,1988,123,,C,14179,,363390,2567,950.4,0.96,,M,0
E5172,C,1975,110,16845,B,16845,25,132227,2566,279364.8,1.46,134120,M,0
E1495,C,1997,123,,B,10755,,218207,2565,7444.8,0.19,,M,1
E2629,C,1986,140,1,B,8760,18,217941,2561,19852.8,6.97,233549,F,0
E3838,C,1993,123,,B,9601,,229639,2561,9081.6,2.12,,M,0
E3407,C,1969,140,10752,C,10752,3,542630,2560,13358.4,2.44,575960,M,0
E4579,C,1993,140,6571,C,6571,4,288840,2560,67003.2,3.96,329280,M,0
E1279,C,1998,120,14040,B,14224,12,217001,2558,39969.6,0.44,236067,M,1
E3188,A,1985,140,1,C,9000,31,394881,2558,950.4,2.36,407097,M,0
E773,A,1997,146,7875,C,7875,38,286738,2556,44827.2,27.3,310114,,1
E2115,A,1993,146,21439,C,21439,38,389533,2556,24288,24.79,398977,,1
E1439,C,1997,120,11303,B,27999,15,141936,2555,52008,0.55,164608,M,1
E1461,C,1974,140,10884,C,10884,6,256220,2555,46622.4,6.88,268730,M,1
E2254,A,1980,146,21630,C,21630,38,371579,2553,33580.8,23.1,378364,,1
E4915,A,1993,123,,C,6290,,259225,2553,158.4,1.82,,M,0
E3808,C,2015,110,90,B,15300,9,151239,2552,146467.2,1.24,162984,,0
E4202,A,1965,146,50,C,6900,17,456837,2552,15100.8,15.81,585085,,0
E1611,C,1972,140,31423,C,31423,4,293020,2551,53803.2,7.41,295890,M,1
E1724,C,1979,140,86,B,12567,14,78100,2551,7286.4,2.92,86000,M,1
E2137,C,1990,140,,B,9005,,348073,2551,11721.6,6.85,,M,1
E3068,C,1965,140,9297,C,9297,3,358610,2551,8976,1.8,373210,M,0
E4639,C,1989,123,,B,11147,,215991,2550,7128,1.83,,M,0
E563,C,1977,140,230,C,100387,7,462090,2549,84216,3.91,502220,M,1
E1354,C,1967,140,9283,C,9283,3,287420,2548,23654.4,1.17,321920,M,1
E1506,E,1990,140,38300,B,78408,11,338700,2548,15048,2.84,343300,F,1
E975,A,1995,146,7580,C,7580,38,264319,2545,41659.2,28.79,291659,,1
E976,A,1995,146,7580,C,7580,38,264319,2545,41659.2,28.79,291659,,1
E418,A,2003,140,5020,C,5020,7,305760,2543,61776,5.45,333220,M,1
E3108,E,1982,146,7646,C,7646,11,1553669,2543,1742.4,18.61,1689401,,0
E3342,C,1967,140,7695,C,7695,1,459000,2542,3220.8,3.32,458760,M,0
E4602,C,1979,140,12410,C,12410,4,300530,2542,47467.2,7.88,312730,M,0
E2095,C,2005,123,,B,9901,,250973,2540,14572.8,0.19,,M,1
E4650,A,1997,140,11680,C,11680,7,413560,2540,80836.8,7.71,508810,M,0
E1298,A,1980,146,,C,15000,,906695,2538,11404.8,17.8,,,1
E1012,C,1996,120,11110,B,9594,12,190875,2537,47625.6,0.78,214076,M,1
E1013,C,1996,120,11110,B,9594,12,190875,2537,47625.6,0.78,214076,M,1
E2693,A,2008,120,1,B,13939,14,199837,2537,23443.2,5.37,196094,F,0
E3029,A,2006,120,1,B,13841,7,248008,2536,29832,4.75,257653,M,0
E3271,A,1995,140,1,C,10555,29,505808,2535,211.2,10.6,629896,F,0
E1415,C,1998,120,15618,B,13203,15,188882,2534,55176,0.1,183203,M,1
E2437,C,1987,130,,B,11790,,173900,2534,10190.4,2.2,,M,1
E4209,S,1994,140,1,B,6098,2,233040,2533,3643.2,3.92,315870,M,0
E4786,C,1988,140,8099,C,8099,1,543050,2532,1372.8,5.54,577170,M,0
E2249,A,1997,140,5522,C,5522,4,323530,2531,40656,3.08,334920,M,1
E629,A,2003,146,6868,C,6868,28,312897,2529,62040,21,340828,,1
E630,A,2003,146,6868,C,6868,28,312897,2529,62040,21,340828,,1
E543,E,1996,146,8852,C,8852,26,511017,2528,58608,14.01,523506,,1
E1751,C,1975,140,7650,C,7650,5,229620,2528,38860.8,5.3,236240,M,1
E401,B,1987,146,14880,C,14880,38,323776,2527,13992,25.33,359269,,1
E3430,C,1960,140,10000,C,10000,1,534430,2527,3801.6,1.02,577000,M,0
E3100,C,1993,136,90,C,14400,9,584467,2526,21.79,23.2,674122,M,0
E1387,C,2004,130,7466,B,7877,9,236052,2525,13622.4,1.39,244041,M,1
E3742,C,1971,140,9450,C,9450,5,203490,2525,42187.2,5.91,223920,M,0
E1704,C,2004,,,B,10000,,115766,2524,15100.8,3.61,,M,1
E1941,A,2000,146,6035,C,6035,38,270604,2524,48576,28.1,296894,,1
E1942,A,2000,146,6035,C,6035,38,270604,2524,48576,28.1,296894,,1
E3288,C,1989,130,85,C,14450,5,109102,2524,2006.4,5.97,132552,,0
E3415,A,1995,140,1,B,10654,21,454279,2524,7075.2,6.18,488848,M,0
E662,C,2008,120,18620,B,18512,23,165126,2522,52324.8,1.62,176428,M,1
E663,C,2008,120,18620,B,18512,23,165126,2522,52324.8,1.62,176428,M,1
E747,A,1998,140,8667,C,8667,4,360720,2521,71649.6,4.75,368280,M,1
E3170,C,1987,140,0,B,6855,73,292453,2521,1636.8,4.35,289327,M,0
E4580,C,1983,123,,B,8934,,150566,2521,9451.2,1.41,,M,0
E2315,C,1995,123,,C,10210,,217411,2520,3062.4,0.68,,M,1
E2316,C,1995,123,,C,10210,,217411,2520,3062.4,0.68,,M,1
E2317,C,1995,123,,C,10210,,217411,2520,3062.4,0.68,,M,1
E2318,C,1995,123,,C,10210,,217411,2520,3062.4,0.68,,M,1
E2319,C,1995,123,,C,10210,,217411,2520,3062.4,0.68,,M,1
E3272,E,1985,146,75,C,9375,14,797063,2520,844.8,4.86,864291,,0
E3700,C,1994,140,7590,C,7590,7,377110,2520,84585.6,2.19,388450,M,0
E2946,C,1984,140,8759,C,8759,4,266960,2518,55492.8,7.72,303970,M,0
E2205,B,1983,133,,B,44867,,189175,2516,10190.4,15.27,,F,1
E2005,C,1981,140,,B,6337,,314369,2515,27931.2,2.43,,M,1
E4050,E,1998,130,1,B,10140,10,317700,2515,49684.8,9.49,324500,M,0
E5250,C,1991,140,202,B,87991,82,272647,2515,53222.4,7.06,282976,M,0
E2297,C,2009,120,,B,21788,,103097,2512,75662.4,6.78,,,1
E2779,C,1991,140,7016,C,7016,6,342510,2512,53064,4.38,359840,M,0
E1410,C,1970,140,9095,C,9095,3,315200,2511,19905.6,3.85,331140,M,1
E4443,A,2000,120,1,B,16117,13,180918,2511,17160,4.36,198860,M,0
E2058,A,1999,130,,B,8252,,279500,2510,2164.8,5.77,,M,1
E1392,A,1978,146,,C,11748,,426782,2509,17424,18.46,,,1
E1393,A,1978,146,,C,11748,,426782,2509,17424,18.46,,,1
E1556,B,1990,130,76,B,9168,14,92800,2509,10824,1.02,120600,M,1
E2068,A,2001,146,5675,C,5675,28,271114,2509,62515.2,22.53,304664,,1
E2069,A,2001,146,5675,C,5675,28,271114,2509,62515.2,22.53,304664,,1
E4287,A,1994,130,1,B,9599,3,370070,2509,8236.8,8.96,396836,M,0
E1673,A,1980,146,11612,C,11612,38,259454,2508,44668.8,24.95,300843,,1
E2462,A,1963,146,75,C,7875,28,292454,2508,28670.4,19.95,324041,,1
E4385,A,1979,140,1,B,5850,17,290904,2505,28723.2,2.2,317037,M,0
E1672,A,1977,146,10000,C,10000,28,356362,2503,26294.4,21.41,399856,,1
E3339,A,1980,130,1,C,10124,68,866705,2503,580.8,12.48,818537,,0
E4063,C,2004,120,6300,B,6300,26,151855,2503,23707.2,1.33,154872,M,0
E4526,B,2002,110,1,B,7237,8,247205,2502,118219.2,3.39,261398,M,0
E4543,C,1988,123,,B,10049,,182664,2501,9979.2,0.78,,M,0
E1368,C,2001,130,7608,B,7457,9,230258,2500,9715.2,2.01,243303,M,1
E1377,C,1963,140,8648,C,8648,3,289190,2499,18849.6,2.4,289190,M,1
E1378,C,1963,140,8648,C,8648,3,289190,2499,18849.6,2.4,289190,M,1
E1379,C,1963,140,8648,C,8648,3,289190,2499,18849.6,2.4,289190,M,1
E3136,C,1974,130,1,C,17275,6,579406,2498,105.6,14.99,604637,,0
E3155,A,1985,140,1,C,16646,31,1045319,2498,158.4,3.13,1535069,M,0
E3130,B,1974,135,60,C,6600,10,332757,2497,52.8,21.02,426583,M,0
E4192,B,1975,130,1,B,10360,1,92963,2496,2428.8,2.46,115914,M,0
E1103,A,1997,140,5776,C,5776,7,311980,2495,69696,7.19,327700,M,1
E1104,A,1997,140,5776,C,5776,7,311980,2495,69696,7.19,327700,M,1
E1105,A,1997,140,5776,C,5776,7,311980,2495,69696,7.19,327700,M,1
E1106,A,1997,140,5776,C,5776,7,311980,2495,69696,7.19,327700,M,1
E3119,E,1997,129,0,C,,2,623750,2495,528,13.25,655700,,0
E2854,C,1983,130,1,B,9999,3,107899,2494,11088,9.45,122568,,0
E3794,B,1998,128,250,B,108900,8,264064,2494,51110.4,3.42,302844,M,0
E1335,C,2004,130,7612,B,7967,9,244588,2493,12249.6,1.58,260163,M,1
E2196,C,2008,120,11200,B,13308,24,175950,2493,49420.8,1.7,188062,M,1
E5245,C,1968,110,29608,B,29608,4,172762,2493,210513.6,1.24,188958,M,0
E1424,C,1996,120,32712,B,36733,26,150940,2492,33422.4,0.03,173269,M,1
E2303,E,1997,146,,C,12900,,804011,2492,10507.2,16.6,,,1
E2304,E,1997,146,,C,12900,,804011,2492,10507.2,16.6,,,1
E5159,C,1989,120,1,B,12328,1,82798,2492,73814.4,6.11,90468,,0
E1413,C,1995,120,,C,14810,,280850,2491,1267.2,22.98,,M,1
E1623,C,1975,140,10759,C,10759,4,278230,2491,47467.2,8.12,288690,M,1
E1695,A,1976,146,8000,C,8000,28,272991,2491,47203.2,19.18,317465,,1
E1696,A,1976,146,8000,C,8000,28,272991,2491,47203.2,19.18,317465,,1
E2954,C,1983,123,,C,8172,,336703,2491,1003.2,1.89,,M,0
E2176,C,2006,120,10125,B,10125,26,152892,2490,34848,0.62,169480,M,1
E2177,C,2006,120,10125,B,10125,26,152892,2490,34848,0.62,169480,M,1
E3181,E,1977,146,50,C,7500,11,1288077,2490,13.18,6.8,1373957,,0
E4767,B,1977,140,1,C,13483,3,162766,2490,4276.8,1.04,170501,,0
E5047,A,1994,123,,B,12388,,273892,2489,2904,1.04,,M,0
E2916,A,2002,140,5878,C,5878,7,415540,2488,95620.8,3.96,423750,M,0
E3225,B,2003,130,1,C,16842,5,370910,2488,264,4,422089,F,0
E4573,C,1980,140,11245,C,11245,4,288250,2488,44299.2,7.51,294220,M,0
E2081,C,2002,130,1,B,16161,1,176197,2487,2904,2.56,191785,M,1
E1805,C,1980,140,,B,9775,,249977,2486,11616,2.36,,M,1
E3784,A,2001,146,5250,C,5250,28,264884,2486,58924.8,24.04,279584,,0
E1251,E,1955,146,,C,12700,,728223,2483,10665.6,16.13,,,1
E1141,C,1979,123,,B,11247,,104306,2482,4963.2,1.63,,M,1
E1142,C,1979,123,,B,11247,,104306,2482,4963.2,1.63,,M,1
E1158,B,1990,146,,C,6540,,309352,2481,5966.4,15.02,,,1
E1159,B,1990,146,,C,6540,,309352,2481,5966.4,15.02,,,1
E1985,C,1990,140,,B,54450,,235668,2480,39652.8,4.65,,F,1
E1986,C,1990,140,,B,54450,,235668,2480,39652.8,4.65,,F,1
E4383,C,1984,140,7141,C,7141,7,292310,2480,80942.4,1.37,308390,M,0
E3436,C,1992,130,,C,8784,,459557,2479,950.4,4.83,,F,0
E2099,E,1993,140,165,B,20625,5,156700,2478,38068.8,8.5,201400,M,1
E5287,C,1993,140,131,B,57064,87,205893,2478,67742.4,3.92,223270,M,0
E2393,C,1998,123,,B,7436,,207412,2477,14572.8,0.63,,M,1
E1577,B,1971,146,7800,C,7800,38,168263,2476,23707.2,28.2,191031,,1
E3945,B,1978,130,1,B,14999,2,61803,2476,5913.6,3.85,53740,,0
E1785,B,1959,146,,C,8220,,213820,2475,30412.8,9.22,,,1
E2153,A,1999,140,6591,C,6591,7,433050,2473,87278.4,2,476080,M,1
E2154,A,1999,140,6591,C,6591,7,433050,2473,87278.4,2,476080,M,1
E2255,A,2000,130,1,B,18077,16,355234,2473,26611.2,5.17,349440,M,1
